DateTime,SpotPrice_RRP,PredictedPrice_90q
2025-04-12 13:30:00,15.89,35.81283826087083
2025-04-12 14:00:00,48.67,54.17470101220645
2025-04-12 14:30:00,36.43,68.86187852630306
2025-04-12 15:00:00,68.79,65.80077004114389
2025-04-12 15:30:00,50.56,95.5177367393445
2025-04-12 16:00:00,63.05,84.93661405125425
2025-04-12 16:30:00,96.28,108.6847727347962
2025-04-12 17:00:00,195.0,173.29972977470132
2025-04-12 17:30:00,411.3,260.099023420489
2025-04-12 18:00:00,296.65,1269.9294972356158
2025-04-12 18:30:00,294.31,344.0104389200183
2025-04-12 19:00:00,235.04,338.5890675065915
2025-04-12 19:30:00,202.7,223.50052017543743
2025-04-12 20:00:00,195.48,208.2382914434963
2025-04-12 20:30:00,183.63,219.10903885847958
2025-04-12 21:00:00,156.79,210.5256747146476
2025-04-12 21:30:00,139.11,182.41818127513736
2025-04-12 22:00:00,146.01,174.9866316029862
2025-04-12 22:30:00,141.21,178.3309474390997
2025-04-12 23:00:00,109.4,168.76515600257773
2025-04-12 23:30:00,95.51,118.04216790295307
2025-04-13 00:00:00,89.78,99.76317696590418
2025-04-13 00:30:00,86.77,99.10833951974782
2025-04-13 01:00:00,79.89,93.91416951607968
2025-04-13 01:30:00,79.98,84.62560074612922
2025-04-13 02:00:00,97.76,87.92854428541487
2025-04-13 02:30:00,93.15,106.2412952257972
2025-04-13 03:00:00,100.56,95.81665078315048
2025-04-13 03:30:00,102.9,106.90172390280034
2025-04-13 04:00:00,101.71,107.3555387558323
2025-04-13 04:30:00,84.11,106.79723597960212
2025-04-13 05:00:00,82.21,90.77702406512968
2025-04-13 05:30:00,79.14,86.74252090726368
2025-04-13 06:00:00,76.75,86.33819643617375
2025-04-13 06:30:00,80.63,85.47918969441338
2025-04-13 07:00:00,47.23,88.45123894650035
2025-04-13 07:30:00,15.91,63.0102980975753
2025-04-13 08:00:00,-9.15,41.74765083969266
2025-04-13 08:30:00,-18.3,28.969934938715202
2025-04-13 09:00:00,-24.46,18.414463409751836
2025-04-13 09:30:00,-22.17,-6.317772931846969
2025-04-13 10:00:00,-23.78,-13.561593100022584
2025-04-13 10:30:00,-24.55,-12.698509793532958
2025-04-13 11:00:00,-26.36,-10.406054410734633
2025-04-13 11:30:00,-27.27,-11.262330781703218
2025-04-13 12:00:00,-27.24,-6.628043176218332
2025-04-13 12:30:00,-24.46,-7.581948509865572
2025-04-13 13:00:00,-25.03,-7.673780918952672
2025-04-13 13:30:00,-23.61,-4.846673468397799
2025-04-13 14:00:00,-22.5,16.99050698464581
2025-04-13 14:30:00,-18.52,16.398679263435216
2025-04-13 15:00:00,-2.35,34.837960948052476
2025-04-13 15:30:00,24.74,50.888694792144356
2025-04-13 16:00:00,74.22,70.39454766320482
2025-04-13 16:30:00,73.68,113.18059852292619
2025-04-13 17:00:00,157.72,143.8650397896602
2025-04-13 17:30:00,182.46,249.86030684064036
2025-04-13 18:00:00,199.5,261.1822889243664
2025-04-13 18:30:00,180.02,245.54621266094927
2025-04-13 19:00:00,172.55,198.47157897293434
2025-04-13 19:30:00,162.14,184.17144470646681
2025-04-13 20:00:00,158.64,182.26642733243855
2025-04-13 20:30:00,150.72,181.86404414904732
2025-04-13 21:00:00,145.42,166.07443502340448
2025-04-13 21:30:00,152.65,172.6744672122286
2025-04-13 22:00:00,152.67,178.29955333259815
2025-04-13 22:30:00,154.95,176.6692637341056
2025-04-13 23:00:00,152.06,177.5342786780064
2025-04-13 23:30:00,156.3,171.32006712640938
2025-04-14 00:00:00,144.1,176.60268453656667
2025-04-14 00:30:00,146.27,162.3491526693186
2025-04-14 01:00:00,129.08,157.3103038790417
2025-04-14 01:30:00,123.72,136.57530313211745
2025-04-14 02:00:00,118.51,133.1102747725866
2025-04-14 02:30:00,117.83,128.19152284800347
2025-04-14 03:00:00,109.64,132.24160457313573
2025-04-14 03:30:00,107.93,117.3964672596736
2025-04-14 04:00:00,106.32,112.88849130178002
2025-04-14 04:30:00,110.33,113.02140618152599
2025-04-14 05:00:00,104.74,126.23492113941299
2025-04-14 05:30:00,119.28,118.73829629261625
2025-04-14 06:00:00,118.49,143.0066217260543
2025-04-14 06:30:00,142.14,151.30539218317298
2025-04-14 07:00:00,146.99,185.1225103404915
2025-04-14 07:30:00,96.45,182.6493733659629
2025-04-14 08:00:00,49.65,115.90996928199401
2025-04-14 08:30:00,-4.04,69.23627350056839
2025-04-14 09:00:00,21.85,35.555003999302876
2025-04-14 09:30:00,9.27,48.30371711217822
2025-04-14 10:00:00,12.06,37.48958993807247
2025-04-14 10:30:00,5.33,37.28459856439329
2025-04-14 11:00:00,12.2,32.69395511549421
2025-04-14 11:30:00,5.89,35.9586395898534
2025-04-14 12:00:00,29.09,39.36756969940165
